net,length_um
_07318_,38.32
clknet_leaf_176_clk,38.32
_05276_,38.28
_08058_,38.28
rvcpu.dp.rf.reg_file_arr\[10\]\[11\],38.26
_05288_,38.24
_14070_,38.18
_07215_,38.16
_07256_,38.14
rvcpu.dp.plfd.InstrD\[10\],38.14
net1277,38.125
datamem.data_ram\[15\]\[18\],38.12
clknet_1_1__leaf__10179_,38.09
rvcpu.dp.rf.reg_file_arr\[0\]\[16\],38.06
rvcpu.dp.plem.ALUResultM\[29\],38.04
datamem.data_ram\[51\]\[7\],38.02
_12483_,38
_08774_,37.94
_10001_,37.94
rvcpu.dp.plde.Rs2E\[1\],37.94
_11407_,37.9
_13285_,37.89
_12078_,37.88
_09162_,37.86
_09933_,37.86
_10640_,37.84
rvcpu.dp.rf.reg_file_arr\[17\]\[9\],37.84
_14016_,37.79
_11020_,37.78
rvcpu.dp.rf.reg_file_arr\[20\]\[10\],37.73
datamem.data_ram\[52\]\[22\],37.72
_09548_,37.7
_11161_,37.68
rvcpu.dp.plde.RD1E\[15\],37.62
_09754_,37.58
_08463_,37.54
_06187_,37.52
_11210_,37.505
rvcpu.dp.plde.RD1E\[5\],37.48
rvcpu.dp.rf.reg_file_arr\[0\]\[7\],37.46
_08679_,37.44
_09785_,37.44
_12106_,37.42
_05708_,37.365
_07789_,37.34
_09530_,37.34
rvcpu.dp.rf.reg_file_arr\[2\]\[29\],37.335
rvcpu.dp.rf.reg_file_arr\[5\]\[27\],37.32
_08498_,37.3
_10908_,37.28
rvcpu.dp.plfd.InstrD\[3\],37.28
_13635_,37.24
rvcpu.dp.rf.reg_file_arr\[23\]\[11\],37.24
_05296_,37.22
_07001_,37.22
_05734_,37.2
_05921_,37.2
rvcpu.dp.rf.reg_file_arr\[4\]\[13\],37.2
_07941_,37.18
datamem.data_ram\[2\]\[22\],37.18
datamem.data_ram\[47\]\[1\],37.12
_09628_,37.1
rvcpu.dp.rf.reg_file_arr\[22\]\[4\],37.065
_07236_,37.02
rvcpu.dp.rf.reg_file_arr\[17\]\[19\],37.02
_13878_,36.98
datamem.data_ram\[22\]\[6\],36.98
_05181_,36.94
rvcpu.dp.rf.reg_file_arr\[14\]\[10\],36.91
_05764_,36.9
_07244_,36.9
datamem.data_ram\[19\]\[31\],36.9
datamem.data_ram\[9\]\[3\],36.9
_09099_,36.88
datamem.data_ram\[15\]\[1\],36.78
_05770_,36.76
_10192_,36.76
rvcpu.dp.plde.RD1E\[22\],36.74
datamem.data_ram\[17\]\[5\],36.68
_08475_,36.66
_06551_,36.645
_09983_,36.64
datamem.data_ram\[25\]\[3\],36.64
net1621,36.64
rvcpu.dp.rf.reg_file_arr\[19\]\[28\],36.6
_05376_,36.58
_08705_,36.52
rvcpu.dp.plde.RD1E\[1\],36.44
_09008_,36.42
datamem.data_ram\[54\]\[7\],36.42
rvcpu.dp.rf.reg_file_arr\[15\]\[23\],36.39
datamem.data_ram\[55\]\[30\],36.38
_13824_,36.36
_08787_,36.34
rvcpu.dp.plde.RD1E\[7\],36.34
_06959_,36.28
_07738_,36.28
rvcpu.dp.rf.reg_file_arr\[21\]\[10\],36.28
datamem.data_ram\[37\]\[1\],36.26
_06588_,36.24
rvcpu.dp.rf.reg_file_arr\[24\]\[13\],36.24
_08676_,36.18
_13909_,36.18
datamem.data_ram\[5\]\[1\],36.18
net1864,36.18
datamem.data_ram\[31\]\[7\],36.165
_08956_,36.16
_07068_,36.11
_08694_,36.08
_08979_,36.08
_11367_,36.08
_06082_,36.07
datamem.data_ram\[23\]\[3\],36.065
_06085_,36.02
_08892_,35.98
clknet_0__10246_,35.97
datamem.data_ram\[27\]\[7\],35.92
_01124_,35.885
datamem.data_ram\[39\]\[16\],35.88
clknet_0__10262_,35.86
_10199_,35.84
rvcpu.dp.SrcBFW_Mux.y\[4\],35.825
clknet_1_0__leaf__10263_,35.82
_05392_,35.8
_09500_,35.8
rvcpu.dp.rf.reg_file_arr\[29\]\[27\],35.795
_05612_,35.76
clknet_0__10136_,35.76
_11361_,35.7
_11546_,35.68
rvcpu.dp.rf.reg_file_arr\[22\]\[16\],35.645
_07389_,35.64
_07801_,35.64
_09071_,35.64
rvcpu.dp.rf.reg_file_arr\[27\]\[15\],35.6
clknet_leaf_223_clk,35.6
_07757_,35.56
datamem.data_ram\[10\]\[2\],35.56
datamem.data_ram\[62\]\[9\],35.56
rvcpu.dp.rf.reg_file_arr\[7\]\[31\],35.54
_05957_,35.52
datamem.data_ram\[61\]\[3\],35.5
rvcpu.dp.rf.reg_file_arr\[6\]\[10\],35.49
_11936_,35.48
_13940_,35.48
clknet_0__10263_,35.42
_05567_,35.4
datamem.data_ram\[36\]\[1\],35.4
datamem.data_ram\[7\]\[4\],35.4
rvcpu.dp.rf.reg_file_arr\[0\]\[4\],35.4
datamem.data_ram\[61\]\[2\],35.38
_06259_,35.34
_05869_,35.3
_09744_,35.3
_05627_,35.28
_05542_,35.26
_11562_,35.26
_05427_,35.24
_07435_,35.24
_07626_,35.24
rvcpu.dp.rf.reg_file_arr\[27\]\[23\],35.24
rvcpu.dp.plde.RD1E\[21\],35.22
_05648_,35.2
_05649_,35.19
rvcpu.dp.plmw.lAuiPCW\[14\],35.18
_05581_,35.16
rvcpu.dp.rf.reg_file_arr\[12\]\[24\],35.14
datamem.data_ram\[26\]\[6\],35.125
_05453_,35.12
_08507_,35.12
clknet_0__10111_,35.11
datamem.data_ram\[59\]\[17\],35.1
rvcpu.dp.rf.reg_file_arr\[0\]\[14\],35.1
rvcpu.dp.rf.reg_file_arr\[30\]\[26\],35.06
datamem.data_ram\[15\]\[2\],35.02
rvcpu.dp.rf.reg_file_arr\[27\]\[30\],35.02
_11934_,35
_10079_,34.96
_03040_,34.925
datamem.data_ram\[10\]\[5\],34.92
rvcpu.dp.plde.PCE\[4\],34.9
_06314_,34.88
rvcpu.dp.rf.reg_file_arr\[25\]\[27\],34.88
_07955_,34.82
_05252_,34.8
_07425_,34.8
_09794_,34.8
_11310_,34.8
clknet_leaf_92_clk,34.72
_07368_,34.69
_06826_,34.68
clknet_0__10088_,34.68
_08103_,34.64
clknet_leaf_56_clk,34.64
_06252_,34.58
_07306_,34.58
_09991_,34.58
net1690,34.56
datamem.data_ram\[14\]\[31\],34.54
datamem.data_ram\[2\]\[19\],34.54
datamem.data_ram\[49\]\[5\],34.54
rvcpu.dp.rf.reg_file_arr\[21\]\[8\],34.54
rvcpu.dp.rf.reg_file_arr\[30\]\[2\],34.54
_09782_,34.52
_08481_,34.5
_05632_,34.48
_09894_,34.48
_11563_,34.46
_06102_,34.38
_06272_,34.36
_09409_,34.34
_05561_,34.31
_05607_,34.3
_13765_,34.3
datamem.data_ram\[57\]\[17\],34.3
_08495_,34.28
datamem.data_ram\[55\]\[16\],34.28
_07251_,34.26
datamem.data_ram\[61\]\[1\],34.26
rvcpu.dp.rf.reg_file_arr\[31\]\[16\],34.26
rvcpu.dp.rf.reg_file_arr\[17\]\[15\],34.24
_05494_,34.22
rvcpu.dp.rf.reg_file_arr\[19\]\[18\],34.18
rvcpu.dp.rf.reg_file_arr\[21\]\[17\],34.12
rvcpu.dp.rf.reg_file_arr\[26\]\[16\],34.11
datamem.data_ram\[54\]\[16\],34.1
rvcpu.dp.plfd.InstrD\[11\],34.08
_05307_,34.06
_05952_,34.02
_06344_,34.02
_09567_,34.02
rvcpu.dp.rf.reg_file_arr\[31\]\[17\],34
_04425_,33.98
datamem.data_ram\[22\]\[23\],33.96
datamem.data_ram\[25\]\[1\],33.92
rvcpu.dp.rf.reg_file_arr\[10\]\[17\],33.92
_09788_,33.88
_06987_,33.86
_09205_,33.84
_09717_,33.8
datamem.data_ram\[21\]\[17\],33.78
clknet_0__10227_,33.76
_05535_,33.705
rvcpu.dp.plmw.PCPlus4W\[7\],33.7
rvcpu.dp.rf.reg_file_arr\[17\]\[22\],33.66
rvcpu.dp.rf.reg_file_arr\[17\]\[27\],33.66
_11544_,33.64
_07501_,33.62
_08913_,33.6
datamem.data_ram\[17\]\[0\],33.6
net2479,33.58
_05752_,33.56
_09888_,33.56
_05185_,33.55
datamem.data_ram\[2\]\[3\],33.54
datamem.data_ram\[16\]\[1\],33.525
_05298_,33.52
_06058_,33.5
_08131_,33.5
_09044_,33.5
rvcpu.dp.plde.Rs2E\[4\],33.5
datamem.data_ram\[54\]\[22\],33.48
_09659_,33.46
_11182_,33.46
rvcpu.dp.rf.reg_file_arr\[26\]\[9\],33.445
_05761_,33.44
rvcpu.dp.rf.reg_file_arr\[24\]\[12\],33.4
rvcpu.dp.rf.reg_file_arr\[18\]\[30\],33.395
_09090_,33.38
datamem.data_ram\[59\]\[18\],33.38
datamem.data_ram\[28\]\[27\],33.32
_13338_,33.3
datamem.data_ram\[24\]\[22\],33.26
datamem.data_ram\[24\]\[2\],33.26
datamem.data_ram\[39\]\[20\],33.26
clknet_1_1__leaf__10263_,33.26
_10245_,33.24
rvcpu.dp.rf.reg_file_arr\[28\]\[31\],33.24
_06538_,33.22
rvcpu.dp.rf.reg_file_arr\[21\]\[9\],33.22
_08816_,33.2
_08064_,33.18
_12261_,33.18
_05302_,33.16
_13800_,33.16
rvcpu.dp.plmw.PCPlus4W\[4\],33.16
_08295_,33.14
_10038_,33.14
_05184_,33.12
rvcpu.dp.rf.reg_file_arr\[2\]\[4\],33.115
_07716_,33.1
datamem.data_ram\[24\]\[1\],33.1
_09680_,33.08
rvcpu.dp.rf.reg_file_arr\[2\]\[18\],33.05
_08914_,33.04
datamem.data_ram\[5\]\[20\],33.02
rvcpu.dp.rf.reg_file_arr\[30\]\[20\],33.02
rvcpu.dp.rf.reg_file_arr\[14\]\[8\],33.005
_07470_,33
rvcpu.dp.rf.reg_file_arr\[16\]\[28\],32.98
_06130_,32.96
_07969_,32.96
datamem.data_ram\[39\]\[2\],32.96
rvcpu.dp.rf.reg_file_arr\[13\]\[24\],32.96
net116,32.96
_08082_,32.94
datamem.data_ram\[61\]\[5\],32.94
_07995_,32.92
rvcpu.dp.rf.reg_file_arr\[1\]\[20\],32.92
_05695_,32.89
_08126_,32.88
_08745_,32.88
_10630_,32.88
_11314_,32.88
rvcpu.dp.plde.RD1E\[19\],32.88
rvcpu.dp.rf.reg_file_arr\[6\]\[13\],32.88
datamem.data_ram\[13\]\[14\],32.855
rvcpu.dp.rf.reg_file_arr\[14\]\[11\],32.855
_06303_,32.84
rvcpu.dp.plem.ResultSrcM\[0\],32.82
rvcpu.dp.rf.reg_file_arr\[10\]\[6\],32.82
datamem.data_ram\[27\]\[5\],32.8
datamem.data_ram\[60\]\[21\],32.8
rvcpu.dp.rf.reg_file_arr\[2\]\[14\],32.79
_05754_,32.78
rvcpu.dp.rf.reg_file_arr\[22\]\[19\],32.77
_09764_,32.76
rvcpu.dp.rf.reg_file_arr\[22\]\[15\],32.745
_05401_,32.72
_05750_,32.72
_08909_,32.72
datamem.data_ram\[26\]\[4\],32.72
rvcpu.dp.plem.ALUResultM\[28\],32.72
_05877_,32.7
datamem.data_ram\[52\]\[14\],32.7
net4449,32.68
rvcpu.dp.rf.reg_file_arr\[0\]\[30\],32.66
_05896_,32.64
rvcpu.dp.rf.reg_file_arr\[8\]\[1\],32.64
_05516_,32.62
_09108_,32.62
datamem.data_ram\[43\]\[1\],32.605
_10137_,32.6
_12650_,32.6
_07620_,32.58
_10107_,32.58
rvcpu.dp.plde.RD1E\[6\],32.56
_14002_,32.54
rvcpu.dp.rf.reg_file_arr\[24\]\[20\],32.52
_08441_,32.5
_13452_,32.5
_07975_,32.48
rvcpu.dp.rf.reg_file_arr\[15\]\[31\],32.48
_08556_,32.46
_08866_,32.46
_10024_,32.46
rvcpu.dp.rf.reg_file_arr\[28\]\[29\],32.46
_06710_,32.42
_08388_,32.42
_09076_,32.42
_13847_,32.42
rvcpu.dp.rf.reg_file_arr\[4\]\[24\],32.38
datamem.data_ram\[7\]\[3\],32.3
_07667_,32.28
_13778_,32.28
_12079_,32.26
_14035_,32.26
_07865_,32.24
rvcpu.dp.rf.reg_file_arr\[16\]\[21\],32.24
rvcpu.dp.rf.reg_file_arr\[18\]\[29\],32.205
_06545_,32.2
_05700_,32.16
_06262_,32.16
_06757_,32.14
_13798_,32.12
_05758_,32.1
_06232_,32.08
rvcpu.dp.rf.reg_file_arr\[23\]\[18\],32.08
clknet_0__10139_,32.08
_13448_,32.075
_05162_,32.02
_06190_,32.02
_06305_,32
datamem.data_ram\[26\]\[14\],32
rvcpu.dp.rf.reg_file_arr\[0\]\[31\],31.98
_09634_,31.96
datamem.data_ram\[61\]\[0\],31.96
_04441_,31.92
_07614_,31.92
datamem.data_ram\[62\]\[0\],31.92
rvcpu.dp.rf.reg_file_arr\[29\]\[17\],31.89
datamem.data_ram\[63\]\[1\],31.88
rvcpu.dp.rf.reg_file_arr\[13\]\[21\],31.88
_07991_,31.84
rvcpu.dp.rf.reg_file_arr\[25\]\[3\],31.84
rvcpu.dp.rf.reg_file_arr\[9\]\[1\],31.835
_05790_,31.8
_08207_,31.8
rvcpu.dp.rf.reg_file_arr\[4\]\[1\],31.8
datamem.data_ram\[42\]\[6\],31.78
datamem.data_ram\[62\]\[17\],31.78
_07105_,31.76
rvcpu.dp.plde.RD1E\[14\],31.76
rvcpu.dp.plde.RD1E\[11\],31.74
clknet_0__10085_,31.74
datamem.data_ram\[11\]\[5\],31.72
rvcpu.dp.rf.reg_file_arr\[26\]\[2\],31.695
_13443_,31.68
_06179_,31.66
rvcpu.dp.plde.RD1E\[31\],31.66
rvcpu.dp.rf.reg_file_arr\[14\]\[0\],31.655
_05356_,31.64
_08380_,31.64
_04417_,31.62
_11171_,31.62
rvcpu.dp.rf.reg_file_arr\[30\]\[0\],31.62
_09920_,31.6
rvcpu.dp.rf.reg_file_arr\[26\]\[3\],31.595
_11600_,31.56
datamem.data_ram\[21\]\[22\],31.56
_08005_,31.54
_07796_,31.5
rvcpu.dp.rf.reg_file_arr\[7\]\[26\],31.5
_12623_,31.48
rvcpu.dp.rf.reg_file_arr\[16\]\[5\],31.48
_06069_,31.46
_06573_,31.46
_12448_,31.46
rvcpu.dp.rf.reg_file_arr\[31\]\[14\],31.44
_05827_,31.42
_06003_,31.38
_09770_,31.38
_13578_,31.38
_05715_,31.37
_07218_,31.36
_09179_,31.36
_14015_,31.36
_05756_,31.34
_07420_,31.34
rvcpu.dp.rf.reg_file_arr\[13\]\[14\],31.34
_13965_,31.31
rvcpu.dp.rf.reg_file_arr\[6\]\[11\],31.29
rvcpu.dp.plde.Rs1E\[0\],31.28
_13895_,31.24
_07117_,31.22
_07410_,31.22
datamem.rd_data_mem\[4\],31.205
_12345_,31.2
_13897_,31.2
datamem.data_ram\[48\]\[31\],31.18
rvcpu.dp.rf.reg_file_arr\[10\]\[0\],31.18
rvcpu.dp.rf.reg_file_arr\[29\]\[23\],31.175
_06505_,31.14
rvcpu.dp.rf.reg_file_arr\[20\]\[27\],31.14
rvcpu.dp.rf.reg_file_arr\[30\]\[16\],31.14
datamem.data_ram\[10\]\[0\],31.12
_09118_,31.08
clknet_0__10107_,31.08
datamem.data_ram\[2\]\[15\],31.06
_07494_,31.04
rvcpu.dp.plde.Rs1E\[4\],31.04
rvcpu.dp.plem.RegWriteM,31.04
_13705_,31.02
_06197_,31
rvcpu.dp.rf.reg_file_arr\[17\]\[26\],31
rvcpu.dp.rf.reg_file_arr\[8\]\[5\],31
_07869_,30.96
rvcpu.dp.rf.reg_file_arr\[16\]\[6\],30.96
_13843_,30.92
datamem.data_ram\[53\]\[14\],30.89
_09719_,30.88
_13808_,30.86
rvcpu.dp.rf.reg_file_arr\[23\]\[8\],30.86
rvcpu.dp.rf.reg_file_arr\[13\]\[23\],30.85
_05986_,30.82
_06006_,30.8
_13602_,30.8
clknet_0__10219_,30.8
_07007_,30.78
rvcpu.dp.plde.RdE\[1\],30.78
rvcpu.dp.rf.reg_file_arr\[16\]\[29\],30.78
_08763_,30.74
rvcpu.dp.rf.reg_file_arr\[18\]\[23\],30.715
rvcpu.dp.rf.reg_file_arr\[27\]\[29\],30.67
_09993_,30.66
rvcpu.dp.rf.reg_file_arr\[28\]\[2\],30.64
_08859_,30.62
_10026_,30.62
datamem.data_ram\[14\]\[14\],30.6
_05383_,30.56
_13956_,30.56
_07631_,30.54
_08367_,30.54
clknet_0__10207_,30.54
_09031_,30.52
_13680_,30.52
rvcpu.dp.plde.RD1E\[12\],30.52
_05488_,30.5
_05989_,30.5
datamem.data_ram\[10\]\[11\],30.5
_10179_,30.48
datamem.data_ram\[43\]\[15\],30.46
_11170_,30.45
_08605_,30.44
rvcpu.dp.rf.reg_file_arr\[18\]\[1\],30.435
_06300_,30.42
rvcpu.dp.plfd.PCPlus4D\[30\],30.42
_06880_,30.4
_08502_,30.4
_13386_,30.4
_07694_,30.38
datamem.data_ram\[18\]\[17\],30.36
clknet_0__10239_,30.36
_08078_,30.34
_12510_,30.34
_08399_,30.32
_13743_,30.32
_05416_,30.315
datamem.data_ram\[53\]\[30\],30.28
rvcpu.dp.rf.reg_file_arr\[31\]\[30\],30.28
_08312_,30.24
rvcpu.dp.rf.reg_file_arr\[12\]\[1\],30.24
_11215_,30.23
_08642_,30.2
rvcpu.dp.rf.reg_file_arr\[6\]\[17\],30.2
rvcpu.dp.rf.reg_file_arr\[20\]\[17\],30.18
_06162_,30.16
datamem.data_ram\[1\]\[9\],30.16
datamem.data_ram\[45\]\[1\],30.16
rvcpu.dp.rf.reg_file_arr\[1\]\[13\],30.16
clknet_0__10105_,30.16
rvcpu.dp.rf.reg_file_arr\[18\]\[28\],30.13
datamem.data_ram\[9\]\[4\],30.12
rvcpu.dp.rf.reg_file_arr\[27\]\[27\],30.12
_06597_,30.1
_06255_,30.08
clknet_0__10173_,30.08
clknet_0__10134_,30.08
_05431_,30.06
_09650_,30.06
datamem.data_ram\[2\]\[4\],30.06
rvcpu.dp.rf.reg_file_arr\[18\]\[26\],30.05
_05747_,30.04
_10347_,30.04
rvcpu.dp.plde.Rs1E\[1\],30.04
net4448,30.04
_05103_,30.02
rvcpu.dp.rf.reg_file_arr\[8\]\[12\],30.02
rvcpu.dp.rf.reg_file_arr\[26\]\[19\],30.01
rvcpu.dp.plde.PCPlus4E\[2\],30
rvcpu.dp.rf.reg_file_arr\[5\]\[2\],30
rvcpu.dp.rf.reg_file_arr\[10\]\[12\],29.98
_06343_,29.96
clknet_leaf_7_clk,29.96
rvcpu.dp.plfd.InstrD\[2\],29.94
rvcpu.dp.rf.reg_file_arr\[8\]\[16\],29.94
datamem.data_ram\[55\]\[20\],29.92
rvcpu.dp.rf.reg_file_arr\[30\]\[9\],29.92
net1929,29.92
rvcpu.dp.rf.reg_file_arr\[16\]\[3\],29.9
clknet_0__10153_,29.9
_10025_,29.88
_10263_,29.88
datamem.data_ram\[22\]\[5\],29.88
rvcpu.dp.rf.reg_file_arr\[12\]\[28\],29.88
rvcpu.dp.rf.reg_file_arr\[28\]\[30\],29.88
datamem.data_ram\[59\]\[16\],29.86
rvcpu.dp.rf.reg_file_arr\[20\]\[21\],29.84
_07057_,29.82
datamem.data_ram\[54\]\[17\],29.82
rvcpu.dp.rf.reg_file_arr\[26\]\[18\],29.795
_09093_,29.78
_11557_,29.76
rvcpu.dp.rf.reg_file_arr\[20\]\[6\],29.76
_08571_,29.74
datamem.data_ram\[58\]\[21\],29.72
datamem.data_ram\[60\]\[18\],29.72
_07509_,29.7
_10127_,29.69
datamem.data_ram\[25\]\[18\],29.68
rvcpu.dp.rf.reg_file_arr\[15\]\[2\],29.68
rvcpu.dp.rf.reg_file_arr\[22\]\[11\],29.665
datamem.data_ram\[36\]\[0\],29.66
rvcpu.dp.plde.Rs2E\[2\],29.66
rvcpu.dp.rf.reg_file_arr\[1\]\[21\],29.64
rvcpu.dp.rf.reg_file_arr\[20\]\[8\],29.64
_13396_,29.6
clknet_0__10083_,29.59
_10176_,29.58
_13490_,29.58
_05576_,29.56
_07124_,29.52
datamem.data_ram\[26\]\[2\],29.52
datamem.data_ram\[47\]\[8\],29.52
_05901_,29.5
rvcpu.dp.rf.reg_file_arr\[26\]\[17\],29.475
datamem.data_ram\[46\]\[10\],29.445
datamem.data_ram\[54\]\[30\],29.44
datamem.data_ram\[9\]\[1\],29.44
rvcpu.dp.rf.reg_file_arr\[28\]\[26\],29.44
clknet_0__11601_,29.42
datamem.data_ram\[12\]\[14\],29.405
rvcpu.dp.plde.BranchE,29.405
_08009_,29.4
rvcpu.dp.rf.reg_file_arr\[3\]\[3\],29.4
_05935_,29.38
_05522_,29.36
_08278_,29.36
_09133_,29.36
rvcpu.dp.pcreg.q\[11\],29.36
rvcpu.dp.rf.reg_file_arr\[0\]\[22\],29.36
_06476_,29.32
rvcpu.dp.rf.reg_file_arr\[1\]\[8\],29.32
rvcpu.dp.rf.reg_file_arr\[14\]\[29\],29.295
datamem.data_ram\[17\]\[2\],29.28
rvcpu.dp.rf.reg_file_arr\[19\]\[9\],29.28
_09697_,29.26
_07412_,29.24
rvcpu.dp.rf.reg_file_arr\[12\]\[13\],29.24
_10259_,29.2
rvcpu.dp.rf.reg_file_arr\[17\]\[24\],29.2
datamem.data_ram\[5\]\[15\],29.17
_07343_,29.16
datamem.data_ram\[0\]\[1\],29.16
datamem.data_ram\[56\]\[26\],29.16
rvcpu.dp.rf.reg_file_arr\[19\]\[0\],29.14
datamem.data_ram\[21\]\[21\],29.12
_09907_,29.08
_10241_,29.07
_07446_,29.06
_10090_,29.06
datamem.data_ram\[4\]\[20\],29.06
datamem.data_ram\[27\]\[1\],29.05
_10039_,29.04
datamem.data_ram\[19\]\[4\],29.04
rvcpu.dp.rf.reg_file_arr\[0\]\[20\],29
_08477_,28.98
_11532_,28.98
rvcpu.dp.rf.reg_file_arr\[11\]\[12\],28.98
clknet_0__10206_,28.98
rvcpu.dp.rf.reg_file_arr\[27\]\[26\],28.97
rvcpu.dp.rf.reg_file_arr\[18\]\[17\],28.945
_08957_,28.94
net4446,28.94
rvcpu.dp.rf.reg_file_arr\[14\]\[16\],28.93
rvcpu.dp.plfd.InstrD\[8\],28.9
rvcpu.dp.rf.reg_file_arr\[8\]\[26\],28.9
net4447,28.9
_08951_,28.86
datamem.data_ram\[25\]\[4\],28.86
rvcpu.dp.rf.reg_file_arr\[30\]\[6\],28.86
_09605_,28.84
_05330_,28.82
_06284_,28.82
datamem.data_ram\[11\]\[31\],28.82
_13382_,28.815
rvcpu.dp.rf.reg_file_arr\[19\]\[22\],28.81
_06938_,28.8
net1962,28.8
rvcpu.dp.rf.reg_file_arr\[1\]\[10\],28.76
_03112_,28.745
_06531_,28.745
datamem.data_ram\[4\]\[21\],28.7
rvcpu.dp.rf.reg_file_arr\[2\]\[5\],28.675
_04654_,28.66
datamem.data_ram\[41\]\[27\],28.66
_07937_,28.64
rvcpu.dp.rf.reg_file_arr\[0\]\[12\],28.64
_09033_,28.62
_09944_,28.58
_07408_,28.56
_08685_,28.56
datamem.data_ram\[58\]\[17\],28.56
_11187_,28.545
rvcpu.dp.rf.reg_file_arr\[10\]\[25\],28.54
rvcpu.dp.rf.reg_file_arr\[22\]\[17\],28.53
_06499_,28.525
_07034_,28.5
_08345_,28.48
_13826_,28.48
rvcpu.dp.rf.reg_file_arr\[31\]\[20\],28.46
_03144_,28.445
_05903_,28.44
_05290_,28.42
rvcpu.dp.rf.reg_file_arr\[25\]\[31\],28.4
rvcpu.dp.rf.reg_file_arr\[31\]\[9\],28.4
_10238_,28.38
datamem.data_ram\[55\]\[21\],28.38
_09890_,28.36
_11561_,28.36
rvcpu.dp.rf.reg_file_arr\[0\]\[24\],28.36
rvcpu.dp.rf.reg_file_arr\[10\]\[19\],28.36
rvcpu.dp.rf.reg_file_arr\[25\]\[6\],28.36
datamem.data_ram\[56\]\[21\],28.34
rvcpu.dp.rf.reg_file_arr\[16\]\[18\],28.34
_09050_,28.32
_06484_,28.3
rvcpu.dp.plfd.InstrD\[0\],28.3
_11226_,28.28
_08094_,28.26
_13747_,28.26
_01472_,28.245
rvcpu.dp.rf.reg_file_arr\[31\]\[31\],28.24
rvcpu.dp.rf.reg_file_arr\[10\]\[7\],28.18
rvcpu.dp.rf.reg_file_arr\[25\]\[22\],28.18
rvcpu.dp.rf.reg_file_arr\[29\]\[22\],28.18
_13905_,28.16
rvcpu.dp.rf.reg_file_arr\[15\]\[12\],28.16
_08276_,28.12
datamem.data_ram\[27\]\[2\],28.12
_09135_,28.1
clknet_0__10154_,28.1
_08610_,28.06
datamem.data_ram\[0\]\[21\],28.06
datamem.data_ram\[27\]\[0\],28.06
clknet_0__10261_,28.06
_13719_,28.04
rvcpu.dp.rf.reg_file_arr\[15\]\[30\],28.04
_05751_,28.02
_07976_,28.02
datamem.data_ram\[24\]\[29\],28.02
rvcpu.dp.rf.reg_file_arr\[25\]\[8\],28.02
rvcpu.dp.rf.reg_file_arr\[29\]\[29\],27.99
datamem.data_ram\[52\]\[9\],27.98
rvcpu.dp.rf.reg_file_arr\[0\]\[17\],27.98
_12041_,27.96
_13752_,27.94
datamem.data_ram\[63\]\[6\],27.94
rvcpu.dp.rf.reg_file_arr\[26\]\[1\],27.915
_11537_,27.9
datamem.data_ram\[17\]\[3\],27.9
rvcpu.dp.rf.reg_file_arr\[7\]\[25\],27.86
rvcpu.dp.rf.reg_file_arr\[8\]\[2\],27.86
_11208_,27.82
rvcpu.dp.rf.reg_file_arr\[11\]\[14\],27.82
rvcpu.dp.rf.reg_file_arr\[11\]\[19\],27.82
rvcpu.dp.rf.reg_file_arr\[27\]\[31\],27.82
_07600_,27.78
_06140_,27.76
_06512_,27.745
datamem.data_ram\[29\]\[18\],27.74
rvcpu.dp.rf.reg_file_arr\[21\]\[23\],27.74
clknet_0__10228_,27.74
net1761,27.74
_11213_,27.73
datamem.data_ram\[62\]\[4\],27.72
rvcpu.dp.rf.reg_file_arr\[0\]\[18\],27.72
_08736_,27.7
datamem.data_ram\[58\]\[2\],27.7
rvcpu.dp.rf.reg_file_arr\[25\]\[13\],27.7
clknet_leaf_30_clk,27.7
rvcpu.dp.rf.reg_file_arr\[17\]\[12\],27.67
_08202_,27.66
_10008_,27.66
rvcpu.dp.rf.reg_file_arr\[1\]\[12\],27.66
rvcpu.dp.rf.reg_file_arr\[31\]\[23\],27.66
rvcpu.dp.rf.reg_file_arr\[3\]\[24\],27.66
rvcpu.dp.rf.reg_file_arr\[9\]\[17\],27.625
_07184_,27.62
datamem.data_ram\[40\]\[20\],27.62
_10174_,27.6
rvcpu.dp.rf.reg_file_arr\[17\]\[2\],27.6
rvcpu.dp.plmw.ReadDataW\[16\],27.58
rvcpu.dp.rf.reg_file_arr\[20\]\[7\],27.58
rvcpu.dp.rf.reg_file_arr\[25\]\[12\],27.58
_06886_,27.565
_08714_,27.56
rvcpu.dp.rf.reg_file_arr\[14\]\[23\],27.56
rvcpu.dp.rf.reg_file_arr\[8\]\[25\],27.56
_07263_,27.52
_09874_,27.52
rvcpu.dp.rf.reg_file_arr\[21\]\[31\],27.52
_13611_,27.5
_08857_,27.48
datamem.data_ram\[35\]\[4\],27.46
_05636_,27.42
clknet_0__10171_,27.4
_10002_,27.38
datamem.data_ram\[62\]\[23\],27.38
datamem.data_ram\[57\]\[7\],27.365
_06094_,27.34
rvcpu.dp.rf.reg_file_arr\[31\]\[5\],27.34
_08165_,27.335
_06525_,27.32
datamem.data_ram\[27\]\[4\],27.3
_13524_,27.28
rvcpu.dp.rf.reg_file_arr\[12\]\[18\],27.28
rvcpu.dp.rf.reg_file_arr\[5\]\[20\],27.28
_06237_,27.26
_10265_,27.26
_06301_,27.24
_01595_,27.225
_09040_,27.22
rvcpu.dp.plmw.lAuiPCW\[5\],27.22
_13417_,27.2
